Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Voices from the Farm: Adventures in Community Living,"Twenty-five years ago, at the height of the counter-culture movement, several hundred hippies drove their school buses into southern Tennessee and founded America's largest, modern-day intentional community, The Farm. In its heyday, the community was home to over 1,200 optimistic young people and the young-at-heart. Their purpose for coming together was to experiment with alternative lifestyles that could help raise the standard of living for impoverished people around the world while conserving the planet's resources. The results of these experiments were not always predictable, but were always interesting, and created lasting bonds among community members that are still strong today. The Farm remains a vibrant, working environment for change. Why has it lasted so long? Discover the answers as members past and present recount some of their more memorable experiences.",['Rupert Fike'],http://books.google.com/books/content?id=IjTABgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=IjTABgAAQBAJ&pg=PP1&dq=Voices+from+the+Farm:+Adventures+in+Community+Living&hl=&cd=1&source=gbs_api,Book Publishing Company,2012-08-21,https://play.google.com/store/books/details?id=IjTABgAAQBAJ&source=gbs_api,['Biography & Autobiography'],1.0
"Little One, Maid of Israel",,['E. B. Harvey'],,"http://books.google.nl/books?id=5ut0AAAACAAJ&dq=Little+One,+Maid+of+Israel&hl=&cd=1&source=gbs_api",,1976-01-01,"http://books.google.nl/books?id=5ut0AAAACAAJ&dq=Little+One,+Maid+of+Israel&hl=&source=gbs_api","['Bible stories, English']",
The Battleship Bismarck,"The Bismarck is perhaps the most famous – and notorious – warship ever built. Completed in 1941, the 45,000-ton German battleship sank HMS Hood, the pride of the British Navy, during one of the most sensational encounters in naval history. Following the sinking, Bismarck was chased around the North Atlantic by many units of the Royal Navy. She was finally dispatched with gunfire and torpedoes on 27 May, less than five months after her completion. Her wreck still lies where she sank, 4,800m down and 960km off the west coast of France. Drawing on new research and technology, this edition is the most comprehensive examination of Bismarck ever published. It includes a complete set of detailed line drawings with fully descriptive keys and full-colour 3D artwork, supported by technical details, photographs and text on the building of the ship and a record of the ship's service history.",['Stefan Draminski'],http://books.google.com/books/content?id=nxttDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=nxttDwAAQBAJ&printsec=frontcover&dq=The+Battleship+Bismarck&hl=&cd=1&source=gbs_api,Bloomsbury Publishing,2018-09-20,https://play.google.com/store/books/details?id=nxttDwAAQBAJ&source=gbs_api,['History'],1.0
Treat yourself to life,,['Raymond Charles Barker'],http://books.google.com/books/content?id=Q6Tkg70-rlEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=Q6Tkg70-rlEC&q=Treat+yourself+to+life&dq=Treat+yourself+to+life&hl=&cd=1&source=gbs_api,,1954,http://books.google.nl/books?id=Q6Tkg70-rlEC&dq=Treat+yourself+to+life&hl=&source=gbs_api,['New Thought'],
Mini-mysteries,,,http://books.google.com/books/content?id=mhqygn6STHgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=mhqygn6STHgC&pg=PA15&dq=Mini-mysteries&hl=&cd=1&source=gbs_api,Remedia Publications,,http://books.google.nl/books?id=mhqygn6STHgC&dq=Mini-mysteries&hl=&source=gbs_api,,1.0
"The Complete Book of Papercrafts: A Truly ComprehensiveCollection of Papercrafts Ideas, Designs and Techniques, with Over 300 Projects","Paper is the ideal medium to experiment with because of its versatility and availability. This craftbook explores and explains all the principal papercraft techniques including papier mache, decoupage and origami.'","['Lorenz Books', 'Margaret Malone', 'Paul Jackson']",,"http://books.google.nl/books?id=RKhkQgAACAAJ&dq=The+Complete+Book+of+Papercrafts:+A+Truly+ComprehensiveCollection+of+Papercrafts+Ideas,+Designs+and+Techniques,+with+Over+300+Projects&hl=&cd=1&source=gbs_api",Lorenz Books,2000-01,"http://books.google.nl/books?id=RKhkQgAACAAJ&dq=The+Complete+Book+of+Papercrafts:+A+Truly+ComprehensiveCollection+of+Papercrafts+Ideas,+Designs+and+Techniques,+with+Over+300+Projects&hl=&source=gbs_api",['Crafts & Hobbies'],
By Honor Bound (The Lassiter Law) (Silhouette Intimate Moments),"A comprehensive guide that defines the literature and the outlines the best-selling genre of all time: romance fiction. • A core collection list in chronological order • An exhaustive bibliographic listing of romance titles • Research materials and a brief history of the genre • Indexes organized by author, title, and subject",['Kristin Ramsdell'],http://books.google.com/books/content?id=Lh8sLBFwBQgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Lh8sLBFwBQgC&pg=PA91&dq=By+Honor+Bound+(The+Lassiter+Law)+(Silhouette+Intimate+Moments)&hl=&cd=1&source=gbs_api,ABC-CLIO,2012-03-02,https://play.google.com/store/books/details?id=Lh8sLBFwBQgC&source=gbs_api,['Language Arts & Disciplines'],
Usa Laminated Map,"The United States ""Explorer"" map is a classic example of the cartographic excellence National Geographic is known for. This colorful political map clearly shows state boundaries, capitals, major highways, rivers, lakes, and many major cities. Insets show detail of Alaska and Hawaii. The color palette is vibrant and stunning shaded relief provides additional texture and detail. The map is encapsulated in heavy-duty 1.6 mil laminate which makes the paper much more durable and resistant to the swelling and shrinking caused by changes in humidity. Laminated maps can be framed without the need for glass, so the fames can be much lighter and less expensive. ""Map Scale = 1:6,396,000Sheet Size = 32"" x 20.25""""",['National Geographic Maps'],http://books.google.com/books/content?id=uyiRoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=uyiRoAEACAAJ&dq=Usa+Laminated+Map&hl=&cd=1&source=gbs_api,,2015-10-13,http://books.google.nl/books?id=uyiRoAEACAAJ&dq=Usa+Laminated+Map&hl=&source=gbs_api,['Reference'],
The New Conspiracy Reader: From Planet X to the War on Terrorism-What You Really Don't Know,"This book examines a wide array of phenomena that arguably constitute the most noxious, extreme, terrifying, murderous, secretive, authoritarian, and/or anti-democratic aspects of national and international politics. Scholars should not ignore these ""dark sides"" of politics, however unpleasant they may be, since they influence the world in a multitude of harmful ways. The first volume in this two-volume collection focuses on the history of underground neo-fascist networks in the post-World War II era; neo-fascist paramilitary and terrorist groups operating in Europe and Latin America in the 1960s and 1970s; and the manipulation of those and other terrorist organizations by the security forces of various states, both authoritarian and democratic. A range of global case studies are included, all of which focus on the lesser known activities of certain secular extremist milieus. This collection should prove to be essential reading for students and researchers interested in understanding seemingly arcane but nonetheless important dimensions of recent historical and contemporary politics.",['Jeffrey M. Bale'],http://books.google.com/books/content?id=mtszDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=mtszDwAAQBAJ&pg=PT80&dq=The+New+Conspiracy+Reader:+From+Planet+X+to+the+War+on+Terrorism-What+You+Really+Don%27t+Know&hl=&cd=1&source=gbs_api,Routledge,2017-09-04,https://play.google.com/store/books/details?id=mtszDwAAQBAJ&source=gbs_api,['Political Science'],
Guide to Owning a Birman Cat (Popular Cat Library),"A guide to the history, feeding, grooming, exhibition, temperament, health, and breeding of Birman cats.",['Karen Cummings'],http://books.google.com/books/content?id=yyBPGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=yyBPGwAACAAJ&dq=Guide+to+Owning+a+Birman+Cat+(Popular+Cat+Library)&hl=&cd=1&source=gbs_api,Chelsea House Pub,1999-01,http://books.google.nl/books?id=yyBPGwAACAAJ&dq=Guide+to+Owning+a+Birman+Cat+(Popular+Cat+Library)&hl=&source=gbs_api,['Juvenile Nonfiction'],
The Handbook of Community Practice,"Encompassing community development, organizing, planning, & social change, as well as globalisation, this book is grounded in participatory & empowerment practice. The 36 chapters assess practice, theory & research methods.","['Marie Weil', 'Michael S. Reisch', 'Mary L. Ohmer']",http://books.google.com/books/content?id=pcM5DQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=pcM5DQAAQBAJ&pg=PA359&dq=The+Handbook+of+Community+Practice&hl=&cd=1&source=gbs_api,SAGE,2013,http://books.google.nl/books?id=pcM5DQAAQBAJ&dq=The+Handbook+of+Community+Practice&hl=&source=gbs_api,['Social Science'],
Tess and the Highlander,"In 1543, on a windswept isle off of Scotland, seventeen-year-old Tess finds a young man half alive in a tidal pool while a great storm rages around them, but little does Tess know that this stranger holds the key to her mysterious past and to her heart. Original.",['May Mcgoldrick'],http://books.google.com/books/content?id=VmCRSPmY3WkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=VmCRSPmY3WkC&dq=Tess+and+the+Highlander&hl=&cd=1&source=gbs_api,Harper Collins,2002-11,http://books.google.nl/books?id=VmCRSPmY3WkC&dq=Tess+and+the+Highlander&hl=&source=gbs_api,['Juvenile Fiction'],2.0
Beginner's Yoruba (Hippocrene Beginner's Series),"""Beginner's Yoruba"" is now available with two accompanying audio CDs. It provides an introduction to the Yoruba language, which is spoken by over 30 million people in south-western Nigeria, parts of the Benin Republic, and Togo, as well as in the diaspora populations of Brazil, Cuba, and Haiti. The 15 lessons are designed for both classroom use and self-study. Practice dialogues, combined with grammatical explanations, aid the student in understanding the basics of the language. Each lesson also contains a vocabulary section that highlights the important aspects of its featured topic. The audio CDs, which complement the lessons, help the student easily master the language's unique tones and vowel sounds, often considered the most difficult aspect of the language to learn. Quizzes and practice exercises are integrated into the lessons to help reinforce the material. The book also includes information on various aspects of Yoruba culture, including religion, songs, and folklore.",['Kayode J. Fakinlede'],http://books.google.com/books/content?id=xLe4nWzeSw0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=xLe4nWzeSw0C&pg=PP1&dq=Beginner%27s+Yoruba+(Hippocrene+Beginner%27s+Series)&hl=&cd=1&source=gbs_api,Hippocrene Books,2005,http://books.google.nl/books?id=xLe4nWzeSw0C&dq=Beginner%27s+Yoruba+(Hippocrene+Beginner%27s+Series)&hl=&source=gbs_api,['Foreign Language Study'],1.0
"A Dose of Sanity: Mind, Medicine, and Misdiagnosis","""Bravo to Dr. Sydney Walker. He has written a masterful book for current and prospective mental health consumers. Before filling a prescription for Prozac or Ritalin, make sure you get A Dose of Sanity.""--Charles B. Inlander President, People's Medical Society Has your child been labeled hyperactive? Has your parent been diagnosed with senile dementia? Did your doctor prescribe Prozac for your so-called depression? If you answered ""yes"" to any of these questions, you need A Dose of Sanity. Each year, hundreds of thousands of Americans who are actually suffering from common medical conditions such as hyperthyroidism, Lyme disease, and even poor nutrition are misdiagnosed with psychiatric disorders. Studies show that the rate of misdiagnosis is more than 4 in 10. In this powerful book, practicing psychiatrist Dr. Sydney Walker explains why psychiatric misdiagnosis is so common. More importantly, he helps you and those you love avoid the misdiagnosis trap. Dr. Walker's unique 24-Hour-Day Profile lets you track physical and emotional changes over the course of a day to give your physician valuable clues to what your symptoms really mean.",['Sydney Walker'],http://books.google.com/books/content?id=Eu3ywAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.nl/books?id=Eu3ywAEACAAJ&dq=A+Dose+of+Sanity:+Mind,+Medicine,+and+Misdiagnosis&hl=&cd=1&source=gbs_api",Wiley,1997-10-16,"http://books.google.nl/books?id=Eu3ywAEACAAJ&dq=A+Dose+of+Sanity:+Mind,+Medicine,+and+Misdiagnosis&hl=&source=gbs_api",['Medical'],
